tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
OtherBenefitPlansMember,0001193125-24-075464,1,1,member,,,Other Benefit Plans [Member],This member stands for other post retirement benefit plans.
OtherBorrowingsQuantity,0001193125-24-075464,1,0,mass,I,,Other Borrowings Quantity,Quantity of product loans outstanding at reporting date.
OtherCurrentAssetsRecognisedAsOfAcquisitionDate,0001193125-24-075464,1,0,monetary,I,D,Other Current Assets Recognised As Of Acquisition Date,Other Current Assets Recognised As Of Acquisition Date
OtherCustomersMember,0001193125-24-075464,1,1,member,,,Other customers [Member],All other corporate customers
OtherIncomeNonCashItems,0001193125-24-075464,1,0,monetary,D,C,Other Income Non Cash Items,Other income inlcuding adjustments for non cash items.
OtherLiabilitiesMember,0001193125-24-075464,1,1,member,,,Other liabilities [Member],This member stands for other liabilities classification on financial position.
OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-24-075464,1,0,monetary,D,D,Other Permanent Differences Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to OtherPermanentDifferences.
OtherSegmentMember,0001193125-24-075464,1,1,member,,,Other Segment [Member],Other operating segment.
ParticipatingInterestHeldInJointVenture,0001193125-24-075464,1,0,percent,I,,Participating interest held in Joint Venture,Participating interest held in Joint Venture
PercentageIncreaseDecreaseCurrencyRate,0001193125-24-075464,1,0,percent,D,,Percentage increase or decrease in the currency,Percentage change in currency rate.
PercentageIncreaseDecreaseInterestRate,0001193125-24-075464,1,0,percent,D,,Percentage increase in interest rate,Percentage change in interest rate.
PercentageOfTotalFairValueOfAssets,0001193125-24-075464,1,0,percent,I,,Percentage Of Total Fair Value Of Assets,Percentage of the total fair value of assets in the pension plans for each asset category.
PercentageOwnershipInOrdinarySharesOfComapny,0001193125-24-075464,1,0,percent,I,,Percentage Ownership In Ordinary Shares Of Comapny,
PercentageVotesOfOrdinarySharesOfCompany,0001193125-24-075464,1,0,percent,I,,Percentage Votes Of Ordinary Shares Of Company,Percentage of votes by shareholder
PercentOfJointVentureResults,0001193125-24-075464,1,0,percent,I,,Percent Of Joint Venture Results,Percent Of Joint Venture Results
PercentOfOptionalOwnershipInterest,0001193125-24-075464,1,0,percent,I,,Percent Of Optional Ownership Interest,Percent Of Optional Ownership Interest
PerformanceShareUnitPlanMember,0001193125-24-075464,1,1,member,,,Performance Share Unit Plan [member],Performance share unit plan.
PeriodInWhichMajorityOfExpendituresAreExpectedToOccur,0001193125-24-075464,1,0,duration,D,,Period In Which Majority Of Expenditures Are Expected To Occur,Period In Which Majority Of Expenditures Are Expected To Occur
PhantomRestrictedShareUnitPlanMember,0001193125-24-075464,1,1,member,,,Phantom Restricted Share Unit Plan [Member],Phantom restricted share unit plan.
PhantomStockOptionPlanMember,0001193125-24-075464,1,1,member,,,Phantom Stock Option Plan [member],Phantom stock option plan.
PowerResourcesIncMember,0001193125-24-075464,1,1,member,,,"Power Resources, Inc. [member]","Power Resources, Inc."
PriceRange11Dollars32CentsTo14Dollars70CentsMember,0001193125-24-075464,1,1,member,,,Price Range 11 Dollars 32 Cents To 14 Dollars 70 Cents [member],Price range of option price $11.32 to $14.70
PriceRange14Dollars71CentsTo16Dollars38CentsMember,0001193125-24-075464,1,1,member,,,Price Range 14 Dollars 71 Cents To 16 Dollars 38 Cents [member],Price range of option price $14.71 to $16.38
ProceedsFromIssuingSharesNetOfDeferredTaxRecoveries,0001193125-24-075464,1,0,monetary,D,D,Proceeds From Issuing Shares Net of Deferred Tax Recoveries,Proceeds From Issuing Shares Net of Deferred Tax Recoveries
ProductionOfCombinedEntity,0001193125-24-075464,1,0,mass,I,,Production Of Combined Entity,Production Of Combined Entity
ProductLoanMember,0001193125-24-075464,1,1,member,,,Product Loan [Member],Uranium product loan
ProportionOfNonOwnershipInterestInAssociate,0001193125-24-075464,1,0,percent,D,,Proportion of non-ownership interest in associate,The proportion of ownership interest in an associate attributable to the entity.
ProportionOfOutstandingDebtWithFixedRate,0001193125-24-075464,1,0,percent,D,,Proportion of outstanding debt that carries fixed rate,Proportion of outstanding debt with fixed rate.
QuotedMarktYields,0001193125-24-075464,1,0,percent,D,,Quoted market yields,Quoted market yields.
RatioOfDebtToTangibleNetWorth,0001193125-24-075464,1,0,pure,I,,Ratio Of Debt To Tangible Net Worth,Debt to tangbile net worth ratio.
ReceivablesInvestmentsAndOther,0001193125-24-075464,1,0,monetary,I,D,Receivables Investments And Other,"The amount of receivables, investments and other items."
ReductionOfRevenueFromPerformanceObligation,0001193125-24-075464,1,0,monetary,D,D,Reduction Of Revenue From Performance Obligation,The reduction of revenue from performance obligations satisfied (or partially satisfied) in previous periods
RepaymentOfBorrowingsTransactionMember,0001193125-24-075464,1,1,member,,,Repayment Of Borrowings Transaction [Member],
RestrictedShareUnitPlanEquitySettledMemberMember,0001193125-24-075464,1,1,member,,,Restricted Share Unit Plan Equity Settled [Member],Restricted share unit plan equity method of accounting.
RestrictedShareUnitPlanMember,0001193125-24-075464,1,1,member,,,Restricted Share Unit Plan [member],Restricted share unit plan.
ReturnedAmountAsRepaymentToLoanReceivablesQuantity,0001193125-24-075464,1,0,mass,I,,Returned Amount As Repayment To Loan Receivables Quantity,Returned Amount As Repayment To Loan Receivables Quantity
RevisedReassessmentPositionAmountReleasedOfCashHeldOnAccount,0001193125-24-075464,1,0,monetary,D,C,"Revised Reassessment Position, Amount Released Of Cash Held On Account","Revised Reassessment Position, Amount Released Of Cash Held On Account"
Revolvingcreditfacilitiesabstract,0001193125-24-075464,1,1,,,,Revolving Credit Facilities [Abstract],
RiskFreeInterestRateShareOptionsOustanding,0001193125-24-075464,1,0,percent,I,,"Risk free interest rate, share options oustanding","The implied yield currently available on zero-coupon government issues of the country in whose currency the exercise price for share options outstanding expressed, with a remaining term equal to the expected term of the option being valued (based on the option's remaining contractual life and taking into account the effects of expected early exercise)."
SeriesFMember,0001193125-24-075464,1,1,member,,,Series F [Member],Series F - unsecured debenture.
SeriesGMember,0001193125-24-075464,1,1,member,,,Series G [Member],Series G - unsecured debenture.
SeriesHMember,0001193125-24-075464,1,1,member,,,Series H [Member],Series H - unsecured debenture.
SeriesHSeniorunSecuredDebentureMember,0001193125-24-075464,1,1,member,,,Series H senior unsecured debenture [Member],Series H senior unsecured debenture.
ShareCapitalMember,0001193125-24-075464,1,1,member,,,Share capital [Member],This member stands for share capital related liabilities.
ShareHolderNonResidentMember,0001193125-24-075464,1,1,member,,,Share Holder Non-Resident [Member],Share holder non-resident in Canada
ShareHolderResidentMember,0001193125-24-075464,1,1,member,,,Share Holder Resident [Member],Share holder resident in Canada
StandbyProductLoanFacilitiesWithVariousCounterparties,0001193125-24-075464,1,0,textBlock,D,,Standby product loan facilities with various counterparties,Standby product loan facilities with various counterparties
StatementsOfDetailedInformationOfCashFlowTableTextBlock,0001193125-24-075464,1,0,textBlock,D,,Statements of detailed information of cash flow,Disclosure of detailed breakdown of cash flow information.
StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-24-075464,1,0,monetary,D,C,"Stock Issued During Period, Value, Stock Options Exercised",Value of stock issued as a result of the exercise of stock options.
StockOptionPlanMember,0001193125-24-075464,1,1,member,,,Stock Option Plan [member],Stock option plan.
TaxEffectOfBusinessCombinationDifferences,0001193125-24-075464,1,0,monetary,D,D,Tax effect of business combination differences,Tax effect of business combination differences
TaxRateReconciliationForeignExchangePermanentDifferences,0001193125-24-075464,1,0,monetary,D,D,"Tax Rate Reconciliation, Foreign Exchange Permanent Differences","Tax Rate Reconciliation, Foreign Exchange Permanent Differences"
TradeReceivableHeldAsCollateral,0001193125-24-075464,1,0,monetary,I,D,Trade Receivable Held As Collateral,Trade Receivable Held As Collateral
TransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyAssetsAndLiabilities,0001193125-24-075464,1,0,monetary,I,D,Transfers Between Level 1 Level 2 Or Level 3 Of Fair Value Hierarchy Assets And Liabilities,Transfers Between Level 1 Level 2 Or Level 3 Of Fair Value Hierarchy Assets And Liabilities
TypeOfCustomerAxis,0001193125-24-075464,1,1,axis,,,Type of customer axis [Axis],The axis of a table defines the relationship between the domain members or categories in the table and the line items or concepts that complete the table.
TypeOfCustomerMember,0001193125-24-075464,1,1,member,,,Type of customer [Member],All customers of the corporation
Uf6Member,0001193125-24-075464,1,1,member,,,UF6 [Member],Uranium hexafluoride (UF6) product
UndrawnLoanMaturityDate,0001193125-24-075464,1,0,string,D,,Undrawn Loan Maturity Date,
UndrawnLoanReceivablesQuantity,0001193125-24-075464,1,0,mass,I,,Undrawn Loan Receivables Quantity,Undrawn Loan Receivables Quantity
UnsecuredRevolvingCreditFacilityMember,0001193125-24-075464,1,1,member,,,Unsecured revolving credit facility [Member],This member stands for Unsecured revolving credit facility.
UnusedTaxExpiry2026Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2026 [Member],Unused tax expiry 2026.
UnusedTaxExpiry2027Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2027 [Member],Unused tax expiry 2027.
UnusedTaxExpiry2028Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2028 [Member],Unused tax expiry 2028.
UnusedTaxExpiry2029Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2029 [Member],Unused tax expiry 2029.
UnusedTaxExpiry2030Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2030 [Member],Unused tax expiry 2030.
UnusedTaxExpiry2031Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2031 [Member],Unused tax expiry 2031.
UnusedTaxExpiry2032Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2032 [Member],Unused tax expiry 2032.
UnusedTaxExpiry2033Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2033 [Member],Unused tax expiry 2033.
UnusedTaxExpiry2034Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2034 [Member],Unused tax expiry 2034.
UnusedTaxExpiry2035Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2035 [Member],Unused tax expiry 2035.
UnusedTaxExpiry2036Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2036 [Member],Unused tax expiry 2036.
UnusedTaxExpiry2037Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2037 [Member],Unused tax expiry 2037.
UnusedTaxExpiry2038Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2038 [Member],Unused tax expiry 2038.
UnusedTaxExpiry2039Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2039 [Member],Unused tax expiry 2039.
UnusedTaxExpiry2040Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2040 [Member],Unused tax expiry 2040.
UnusedTaxExpiry2041Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2041 [Member],Unused tax expiry 2041.
UnusedTaxExpiry2042Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2042 [Member],Unused tax expiry 2042.
UnusedTaxExpiry2043Member,0001193125-24-075464,1,1,member,,,Unused tax expiry 2043 [Member],
UnusedTaxExpiryNoExpiryMember,0001193125-24-075464,1,1,member,,,Unused tax expiry no expiry [Member],Unused tax expiry no expiry.
Unusedtaxlosses,0001193125-24-075464,1,0,monetary,I,D,Unused Tax Losses,Tax losses that have been incurred and are carried forward for use against future taxable profit.
