adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-24-075464,125,H,D,Financial Instruments (Aging of trade receivables) (Details),042703 - Disclosure - Financial Instruments (Aging of trade receivables) (Details),http://www.cameco.com/role/FinancialInstrumentsAgingOfTradeReceivablesDetails,,,
0001193125-24-075464,126,H,D,Financial instruments (Liquidity Risk Tables) (Details),042704 - Disclosure - Financial instruments (Liquidity Risk Tables) (Details),http://www.cameco.com/role/FinancialInstrumentsLiquidityRiskTablesDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-24-075464,127,H,D,Financial instruments (Measurement of fair values) (Details),042705 - Disclosure - Financial instruments (Measurement of fair values) (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-24-075464,128,H,D,Financial instruments (Measurement of fair values hierarchy levels) (Details),042707 - Disclosure - Financial instruments (Measurement of fair values hierarchy levels) (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesHierarchyLevelsDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-24-075464,129,H,D,Financial instruments (Derivatives) (Details),042708 - Disclosure - Financial instruments (Derivatives) (Details),http://www.cameco.com/role/FinancialInstrumentsDerivativesDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-24-075464,130,H,D,Capital management (Capital management) (Details),042801 - Disclosure - Capital management (Capital management) (Details),http://www.cameco.com/role/CapitalManagementCapitalManagementDetails,http://www.cameco.com/role/CapitalManagementTables,65.0,35.0
0001193125-24-075464,131,H,D,Segmented information (Narrative 1) (Details),042901 - Disclosure - Segmented information (Narrative 1) (Details),http://www.cameco.com/role/SegmentedInformationNarrative1Details,http://www.cameco.com/role/SegmentedInformationTables,66.0,36.0
0001193125-24-075464,132,H,D,Segmented information (Narrative 2) (Details),042902 - Disclosure - Segmented information (Narrative 2) (Details),http://www.cameco.com/role/SegmentedInformationNarrative2Details,http://www.cameco.com/role/SegmentedInformationTables,66.0,36.0
0001193125-24-075464,133,H,D,Segmented information (Business segments) (Details),042903 - Disclosure - Segmented information (Business segments) (Details),http://www.cameco.com/role/SegmentedInformationBusinessSegmentsDetails,http://www.cameco.com/role/SegmentedInformationTables,66.0,36.0
0001193125-24-075464,134,H,D,Segmented information (Geographical segment) (Details),042904 - Disclosure - Segmented information (Geographical segment) (Details),http://www.cameco.com/role/SegmentedInformationGeographicalSegmentDetails,http://www.cameco.com/role/SegmentedInformationTables,66.0,36.0
0001193125-24-075464,135,H,D,Group entities (Ownership interest in subsidiaries) (Details),043001 - Disclosure - Group entities (Ownership interest in subsidiaries) (Details),http://www.cameco.com/role/GroupEntitiesOwnershipInterestInSubsidiariesDetails,http://www.cameco.com/role/GroupEntitiesTables,67.0,37.0
0001193125-24-075464,136,H,D,Joint operations (Joint operations proportionate interest in net assets table) (Details),043101 - Disclosure - Joint operations (Joint operations proportionate interest in net assets table) (Details),http://www.cameco.com/role/JointOperationsJointOperationsProportionateInterestInNetAssetsTableDetails,http://www.cameco.com/role/JointOperationsTables,68.0,38.0
0001193125-24-075464,137,H,D,Related parties (Compensation for key management personnel) (Details),043201 - Disclosure - Related parties (Compensation for key management personnel) (Details),http://www.cameco.com/role/RelatedPartiesCompensationForKeyManagementPersonnelDetails,http://www.cameco.com/role/RelatedPartiesTables,69.0,39.0
0001193125-24-075464,138,H,D,Subsequent Event (Details),043601 - Disclosure - Subsequent Event (Details),http://www.cameco.com/role/SubsequentEventDetails,,,
0001193125-20-088317,1,H,C,Document and Entity Information,000010 - Document - Document and Entity Information,http://www.cameco.com/role/DocumentAndEntityInformation,,,
0001193125-20-088317,2,H,S,Consolidated statements of earnings,000100 - Statement - Consolidated statements of earnings,http://www.cameco.com/role/ConsolidatedStatementsOfEarnings,,,
0001193125-20-088317,3,H,S,Consolidated statements of comprehensive income,000200 - Statement - Consolidated statements of comprehensive income,http://www.cameco.com/role/ConsolidatedStatementsOfComprehensiveIncome,,,
0001193125-20-088317,4,H,S,Consolidated statements of financial position,000300 - Statement - Consolidated statements of financial position,http://www.cameco.com/role/ConsolidatedStatementsOfFinancialPosition,,,
0001193125-20-088317,5,H,S,Consolidated statements of changes in equity,000400 - Statement - Consolidated statements of changes in equity,http://www.cameco.com/role/ConsolidatedStatementsOfChangesInEquity,,,
0001193125-20-088317,6,H,S,Consolidated statements of cash flows,000500 - Statement - Consolidated statements of cash flows,http://www.cameco.com/role/ConsolidatedStatementsOfCashFlows,,,
0001193125-20-088317,7,H,N,Cameco Corporation,010101 - Disclosure - Cameco Corporation,http://www.cameco.com/role/CamecoCorporation,,,7.0
0001193125-20-088317,8,H,N,Significant accounting policies,010201 - Disclosure - Significant accounting policies,http://www.cameco.com/role/SignificantAccountingPolicies,,,8.0
0001193125-20-088317,9,H,N,Accounting standards,010301 - Disclosure - Accounting standards,http://www.cameco.com/role/AccountingStandards,,,9.0
0001193125-20-088317,10,H,N,Determination of fair values,010401 - Disclosure - Determination of fair values,http://www.cameco.com/role/DeterminationOfFairValues,,,10.0
0001193125-20-088317,11,H,N,Use of estimates and judgments,010501 - Disclosure - Use of estimates and judgments,http://www.cameco.com/role/UseOfEstimatesAndJudgments,,,11.0
0001193125-20-088317,12,H,N,Accounts receivable,010601 - Disclosure - Accounts receivable,http://www.cameco.com/role/AccountsReceivable,,,12.0
0001193125-20-088317,13,H,N,Inventories,010701 - Disclosure - Inventories,http://www.cameco.com/role/Inventories,,,13.0
0001193125-20-088317,14,H,N,"Property, plant and equipment","010801 - Disclosure - Property, plant and equipment",http://www.cameco.com/role/PropertyPlantAndEquipment,,,14.0
0001193125-20-088317,15,H,N,Intangible assets,010901 - Disclosure - Intangible assets,http://www.cameco.com/role/IntangibleAssets,,,15.0
0001193125-20-088317,16,H,N,"Long-term receivables, investments and other","011001 - Disclosure - Long-term receivables, investments and other",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,,,16.0
0001193125-20-088317,17,H,N,Equity-accounted investee,011101 - Disclosure - Equity-accounted investee,http://www.cameco.com/role/EquityaccountedInvestee,,,17.0
0001193125-20-088317,18,H,N,Accounts payable and accrued liabilities,011201 - Disclosure - Accounts payable and accrued liabilities,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,,,18.0
0001193125-20-088317,19,H,N,Long-term debt,011301 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,19.0
0001193125-20-088317,20,H,N,Other liabilities,011401 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,20.0
0001193125-20-088317,21,H,N,Provisions,011501 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,21.0
0001193125-20-088317,22,H,N,Share capital,011601 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,22.0
0001193125-20-088317,23,H,N,Revenue,011701 - Disclosure - Revenue,http://www.cameco.com/role/Revenue,,,23.0
0001193125-20-088317,24,H,N,Employee benefit expense,011801 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,24.0
0001193125-20-088317,25,H,N,Finance costs,011901 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,25.0
0001193125-20-088317,26,H,N,Other income (expense),012001 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,26.0
0001193125-20-088317,27,H,N,Income taxes,012101 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,27.0
0001193125-20-088317,28,H,N,Per share amounts,012201 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,28.0
0001193125-20-088317,29,H,N,Supplemental cash flow information,012301 - Disclosure - Supplemental cash flow information,http://www.cameco.com/role/SupplementalCashFlowInformation,,,29.0
0001193125-20-088317,30,H,N,Share-based compensation plans,012401 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,30.0
0001193125-20-088317,31,H,N,Pension and other post-retirement benefits,012501 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,31.0
0001193125-20-088317,32,H,N,Financial instruments and related risk management,012601 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,32.0
0001193125-20-088317,33,H,N,Capital management,012701 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,33.0
0001193125-20-088317,34,H,N,Segmented information,012801 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,34.0
0001193125-20-088317,35,H,N,Group entities,012901 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,35.0
0001193125-20-088317,36,H,N,Joint operations,013001 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,36.0
0001193125-20-088317,37,H,N,Related parties,013101 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,37.0
0001193125-20-088317,38,H,N,Comparative Figures,013201 - Disclosure - Comparative Figures,http://www.cameco.com/role/ComparativeFigures,,,38.0
0001193125-20-088317,39,H,P,Significant accounting policies (Policies),020202 - Disclosure - Significant accounting policies (Policies),http://www.cameco.com/role/SignificantAccountingPoliciesPolicies,http://www.cameco.com/role/AccountingStandards,9.0,9.0
0001193125-20-088317,40,H,T,Significant accounting policies (Table),030201 - Disclosure - Significant accounting policies (Table),http://www.cameco.com/role/SignificantAccountingPoliciesTable,http://www.cameco.com/role/SignificantAccountingPolicies,8.0,8.0
0001193125-20-088317,41,H,T,Accounts receivable (Tables),030601 - Disclosure - Accounts receivable (Tables),http://www.cameco.com/role/AccountsReceivableTables,http://www.cameco.com/role/AccountsReceivable,12.0,12.0
0001193125-20-088317,42,H,T,Inventories (Tables),030701 - Disclosure - Inventories (Tables),http://www.cameco.com/role/InventoriesTables,http://www.cameco.com/role/Inventories,13.0,13.0
0001193125-20-088317,43,H,T,"Property, plant and equipment (Tables)","030801 - Disclosure - Property, plant and equipment (Tables)",http://www.cameco.com/role/PropertyPlantAndEquipmentTables,http://www.cameco.com/role/PropertyPlantAndEquipment,14.0,14.0
0001193125-20-088317,44,H,T,Intangible assets (Tables),030901 - Disclosure - Intangible assets (Tables),http://www.cameco.com/role/IntangibleAssetsTables,http://www.cameco.com/role/IntangibleAssets,15.0,15.0
0001193125-20-088317,45,H,T,"Long-term receivables, investments and other (Tables)","031001 - Disclosure - Long-term receivables, investments and other (Tables)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,16.0,16.0
0001193125-20-088317,46,H,T,Equity-accounted investee (Tables),031101 - Disclosure - Equity-accounted investee (Tables),http://www.cameco.com/role/EquityaccountedInvesteeTables,http://www.cameco.com/role/EquityaccountedInvestee,17.0,17.0
0001193125-20-088317,47,H,T,Accounts payable and accrued liabilities (Tables),031201 - Disclosure - Accounts payable and accrued liabilities (Tables),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,18.0,18.0
0001193125-20-088317,48,H,T,Long-term debt (Tables),031301 - Disclosure - Long-term debt (Tables),http://www.cameco.com/role/LongtermDebtTables,http://www.cameco.com/role/LongtermDebt,19.0,19.0
0001193125-20-088317,49,H,T,Other liabilities (Tables),031401 - Disclosure - Other liabilities (Tables),http://www.cameco.com/role/OtherLiabilitiesTables,http://www.cameco.com/role/OtherLiabilities,20.0,20.0
0001193125-20-088317,50,H,T,Provisions (Tables),031501 - Disclosure - Provisions (Tables),http://www.cameco.com/role/ProvisionsTables,http://www.cameco.com/role/Provisions,21.0,21.0
0001193125-20-088317,51,H,T,Share capital (Tables),031601 - Disclosure - Share capital (Tables),http://www.cameco.com/role/ShareCapitalTables,http://www.cameco.com/role/ShareCapital,22.0,22.0
0001193125-20-088317,52,H,T,Revenue (Tables),031701 - Disclosure - Revenue (Tables),http://www.cameco.com/role/RevenueTables,http://www.cameco.com/role/Revenue,23.0,23.0
0001193125-20-088317,53,H,T,Employee benefit expense (Tables),031801 - Disclosure - Employee benefit expense (Tables),http://www.cameco.com/role/EmployeeBenefitExpenseTables,http://www.cameco.com/role/EmployeeBenefitExpense,24.0,24.0
0001193125-20-088317,54,H,T,Finance costs (Tables),031901 - Disclosure - Finance costs (Tables),http://www.cameco.com/role/FinanceCostsTables,http://www.cameco.com/role/FinanceCosts,25.0,25.0
0001193125-20-088317,55,H,T,Other income (expense) (Tables),032001 - Disclosure - Other income (expense) (Tables),http://www.cameco.com/role/OtherIncomeexpenseTables,http://www.cameco.com/role/OtherIncomeexpense,26.0,26.0
0001193125-20-088317,56,H,T,Income taxes (Tables),032101 - Disclosure - Income taxes (Tables),http://www.cameco.com/role/IncomeTaxesTables,http://www.cameco.com/role/IncomeTaxes,27.0,27.0
0001193125-20-088317,57,H,T,Per share amounts (Tables),032201 - Disclosure - Per share amounts (Tables),http://www.cameco.com/role/PerShareAmountsTables,http://www.cameco.com/role/PerShareAmounts,28.0,28.0
